,share_name_index,company_name,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,rating_count,Headquarters,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO
139,AEHR [NASD],Aehr Test Systems,USA,Semiconductor Equipment & Materials,56.53M,-,366.13K,47.60%,62.50%,4.4,,"Fremont, CA",51 to 200 Employees,null,$10 to $25 million (USD),100,100
140,AEI [NASD],Alset EHome International Inc.,USA,Real Estate - Development,42.52M,-,2.14M,35.30%,-,-1,,"Bethesda, MD",Unknown,null,Unknown / Non-Applicable,-1,-1
141,AEIS [NASD],"Advanced Energy Industries, Inc.",USA,Electrical Equipment & Parts,3.93B,-,285.25K,139.00%,18.43%,3.7,,"Fort Collins, CO",1001 to 5000 Employees,1981,$500 million to $1 billion (USD),60,-1
142,AEL [NYSE],American Equity Investment Life Holding Company,USA,Insurance - Life,2.91B,25.84,537.27K,157.50%,70.00%,3.4,,"West Des Moines, IA",501 to 1000 Employees,1995,$2 to $5 billion (USD),63,100
143,AEM [NYSE],Agnico Eagle Mines Limited,Canada,Gold,15.50B,15.9,1.26M,6.00%,12.20%,4,,"Toronto, Canada",5001 to 10000 Employees,1957,$1 to $2 billion (USD),73,87
144,AEMD [NASD],"Aethlon Medical, Inc.",USA,Medical Devices,67.34M,4.27,5.19M,63.60%,14.80%,-1,,"San Diego, CA",1 to 50 Employees,null,Less than $1 million (USD),-1,-1
145,AENZ [NYSE],Aenza S.A.A.,Peru,Engineering & Construction,254.67M,6.44,303.08K,86.10%,-,-1,,"Surquillo, Peru",51 to 200 Employees,null,Unknown / Non-Applicable,-1,-1
146,AEO [NYSE],"American Eagle Outfitters, Inc.",USA,Apparel Retail,5.39B,22.83,3.91M,-212.30%,8.02%,3.7,,"Pittsburgh, PA",10000+ Employees,1977,$2 to $5 billion (USD),68,81
147,"AEP [NASD, S&P 500]","American Electric Power Company, Inc.",USA,Utilities - Regulated Electric,41.14B,19.45,2.88M,11.60%,6.65%,3.9,,"Columbus, OH",10000+ Employees,1906,$10+ billion (USD),78,93
148,AER [NYSE],AerCap Holdings N.V.,Ireland,Airports & Air Services,6.97B,-,1.12M,-127.70%,31.99%,3,,"Dublin, Ireland",51 to 200 Employees,1996,$2 to $5 billion (USD),35,45
149,AERI [NASD],"Aerie Pharmaceuticals, Inc.",USA,Drug Manufacturers - Specialty & Generic,779.27M,-,481.05K,9.20%,41.30%,3.3,,"Irvine, CA",1 to 50 Employees,null,$10 to $25 million (USD),50,100
150,"AES [NYSE, S&P 500]",The AES Corporation,USA,Utilities - Diversified,16.43B,-,5.57M,-85.80%,8.25%,4.4,,"Arlington, VA",5001 to 10000 Employees,1981,$10+ billion (USD),95,98
151,AESC [NYSE],The AES Corporation,USA,Utilities - Diversified,-,14.96,85.95K,-,-,4.4,,"Arlington, VA",5001 to 10000 Employees,1981,$10+ billion (USD),95,98
152,AESE [NASD],Allied Esports Entertainment Inc.,USA,Entertainment,85.99M,-,2.28M,-54.10%,-12.50%,-1,-1,-1,-1,-1,-1,-1,-1
153,AESR [AMEX],Anfield U.S. Equity Sector Rotation ETF,USA,Exchange Traded Fund,-,-,39.14K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
154,AEVA [NYSE],"Aeva Technologies, Inc.",USA,Auto Parts,2.51B,-,1.65M,-,-,3.7,,"Mountain View, CA",51 to 200 Employees,2016,Less than $1 million (USD),71,67
155,AEY [NASD],"ADDvantage Technologies Group, Inc.",USA,Electronics & Computer Distribution,31.52M,-,77.40K,-298.70%,-,-1,-1,-1,-1,-1,-1,-1,-1
156,AEYE [NASD],"AudioEye, Inc.",USA,Software - Application,183.35M,-,118.50K,19.90%,140.50%,4,,"Tucson, AZ",51 to 200 Employees,2005,$10 to $25 million (USD),73,68
157,AEZS [NASD],Aeterna Zentaris Inc.,USA,Biotechnology,103.18M,-,3.77M,63.90%,-,2,,"Quebec City, Canada",51 to 200 Employees,null,$25 to $50 million (USD),0,-1
158,AFAQU [NASD],AF Acquisition Corp.,USA,Shell Companies,-,-,282.26K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
159,AFB [NYSE],AllianceBernstein National Municipal Income Fund,USA,Closed-End Fund - Debt,432.61M,-,50.14K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
160,AFBI [NASD],"Affinity Bancshares, Inc.",USA,Banks - Regional,88.65M,14.22,8.56K,683.00%,-,-1,-1,-1,-1,-1,-1,-1,-1
161,AFCG [NASD],"AFC Gamma, Inc.",USA,REIT - Specialty,294.61M,-,100.53K,-,-,-1,,"West Palm Beach, FL",Unknown,null,Unknown / Non-Applicable,-1,-1
162,AFG [NYSE],"American Financial Group, Inc.",USA,Insurance - Property & Casualty,10.23B,-,524.60K,-16.70%,6.08%,4,,"Cincinnati, OH",5001 to 10000 Employees,null,$5 to $10 billion (USD),78,96
163,AFI [NYSE],"Armstrong Flooring, Inc.",USA,Building Products & Equipment,125.44M,-,172.04K,-1.50%,-,3.3,,"Lancaster, PA",1001 to 5000 Employees,2016,$500 million to $1 billion (USD),47,100
164,AFIB [NASD],"Acutus Medical, Inc.",USA,Medical Devices,480.87M,8.15,302.38K,-127.00%,22.60%,3.6,,"Carlsbad, CA",51 to 200 Employees,null,$5 to $10 million (USD),76,-1
165,AFIF [AMEX],Anfield Universal Fixed Income ETF,USA,Exchange Traded Fund,-,14.98,45.14K,-,-,4,,"New York, NY",10000+ Employees,1935,$10+ billion (USD),81,95
166,AFIN [NASD],"American Finance Trust, Inc.",USA,REIT - Diversified,888.73M,-,659.20K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
167,AFINO [NASD],"American Finance Trust, Inc.",USA,REIT - Diversified,-,-,42.80K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
168,AFK [NYSE],VanEck Vectors Africa Index ETF,USA,Exchange Traded Fund,-,-,17.13K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
169,"AFL [NYSE, S&P 500]",Aflac Incorporated,USA,Insurance - Life,35.37B,-,3.12M,50.70%,-0.87%,3.8,,"Columbus, GA",5001 to 10000 Employees,1955,$10+ billion (USD),75,96
170,AFLG [NYSE],First Trust Active Factor Large Cap ETF,USA,Exchange Traded Fund,-,-,4.09K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
171,AFMD [NASD],Affimed N.V.,Germany,Biotechnology,962.23M,-,3.22M,1.60%,25.00%,-1,,"Heidelberg, Germany",Unknown,null,Unknown / Non-Applicable,-1,-1
172,AFRM [NASD],"Affirm Holdings, Inc.",USA,Information Technology Services,16.93B,-,2.78M,6.50%,53.80%,4.4,,"San Francisco, CA",501 to 1000 Employees,2012,Unknown / Non-Applicable,86,91
173,AFT [NYSE],Apollo Senior Floating Rate Fund Inc.,USA,Asset Management,239.83M,-,51.81K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
174,AFTY [NYSE],Pacer CSOP FTSE China A50 ETF,USA,Exchange Traded Fund,-,-,4.83K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
175,AFYA [NASD],Afya Limited,Brazil,Education & Training Services,2.50B,-,221.33K,37.60%,27.66%,3.5,,"Nova Lima, Brazil",1001 to 5000 Employees,2019,Unknown / Non-Applicable,63,-1
176,AG [NYSE],First Majestic Silver Corp.,Canada,Silver,4.07B,66.67,4.30M,250.00%,16.70%,3.8,,"Vancouver, Canada",1001 to 5000 Employees,2002,$100 to $500 million (USD),78,83
177,AGC [NASD],Altimeter Growth Corp.,USA,Shell Companies,730.06M,-,1.71M,-,-,-1,-1,-1,-1,-1,-1,-1,-1
178,AGCB [NYSE],Altimeter Growth Corp. 2,USA,Shell Companies,587.69M,-,139.57K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
179,AGCO [NYSE],AGCO Corporation,USA,Farm & Heavy Construction Machinery,9.18B,-,674.06K,320.70%,11.09%,3.8,,"Duluth, GA",10000+ Employees,1990,$5 to $10 billion (USD),77,87
180,AGCUU [NASD],Altimeter Growth Corp.,USA,Shell Companies,-,-,126.80K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
181,AGD [NYSE],Aberdeen Global Dynamic Dividend Fund,USA,Closed-End Fund - Foreign,-,-,46.55K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
182,AGE [AMEX],"AgeX Therapeutics, Inc.",USA,Biotechnology,57.26M,-,149.20K,11.60%,-,4.1,,"Alameda, CA",1 to 50 Employees,null,Unknown / Non-Applicable,59,-1
183,AGEN [NASD],Agenus Inc.,USA,Biotechnology,1.16B,-,5.37M,-31.40%,-4.90%,3.4,,"Lexington, MA",201 to 500 Employees,null,$10 to $25 million (USD),57,68
184,AGFS [NASD],"AgroFresh Solutions, Inc.",USA,Farm Products,112.17M,-,122.36K,-20.50%,-20.90%,3.4,,"Philadelphia, PA",201 to 500 Employees,1996,$100 to $500 million (USD),30,41
185,AGFY [NASD],Agrify Corporation,USA,Specialty Business Services,196.22M,-,287.57K,-344.00%,68.70%,1,,"Burlington, MA",1 to 50 Employees,null,Unknown / Non-Applicable,0,-1
186,AGG [NYSE],iShares Core U.S. Aggregate Bond ETF,USA,Exchange Traded Fund,-,-,5.44M,-,-,-1,-1,-1,-1,-1,-1,-1,-1
187,AGGR [NASD],Agile Growth Corp.,USA,Shell Companies,-,-,7.41K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
188,AGGRU [NASD],Agile Growth Corp.,USA,Shell Companies,-,-,121.98K,-,-,-1,,"Newton, MA",Unknown,null,Unknown / Non-Applicable,-1,-1
189,AGGY [NYSE],WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,USA,Exchange Traded Fund,-,-,155.06K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
190,AGI [NYSE],Alamos Gold Inc.,Canada,Gold,3.06B,14.73,2.43M,53.80%,55.00%,3.8,,"Toronto, Canada",501 to 1000 Employees,null,$500 million to $1 billion (USD),71,87
191,AGIO [NASD],"Agios Pharmaceuticals, Inc.",USA,Biotechnology,3.84B,25.13,634.74K,30.80%,-125.10%,3.9,,"Cambridge, MA",201 to 500 Employees,2008,$50 to $100 million (USD),66,70
192,AGL [NYSE],"agilon health, inc.",USA,Medical Care Facilities,17.00B,-,1.10M,44.80%,-,2.6,,"Long Beach, CA",201 to 500 Employees,2016,Unknown / Non-Applicable,31,31
193,AGLE [NASD],"Aeglea BioTherapeutics, Inc.",USA,Biotechnology,312.86M,-,161.23K,38.10%,10.70%,3.2,,"Austin, TX",51 to 200 Employees,2013,$5 to $10 million (USD),45,71
194,AGM [NYSE],Federal Agricultural Mortgage Corporation,USA,Credit Services,1.01B,-,44.27K,-4.80%,8.52%,4.7,,"Washington, DC",51 to 200 Employees,null,$100 to $500 million (USD),100,-1
195,AGMH [NASD],AGM Group Holdings Inc.,Hong Kong,Software - Application,218.61M,-,40.73K,27.80%,-,1,,"Annandale, VA",1 to 50 Employees,null,Unknown / Non-Applicable,0,-1
196,AGNC [NASD],AGNC Investment Corp.,USA,REIT - Mortgage,9.22B,-,6.80M,-156.60%,-9.40%,-1,-1,-1,-1,-1,-1,-1,-1
197,AGO [NYSE],Assured Guaranty Ltd.,Bermuda,Insurance - Specialty,3.37B,-,563.92K,4.40%,14.57%,4.2,,"Hamilton, Bermuda",51 to 200 Employees,2001,$1 to $2 billion (USD),74,100
198,AGOX [NYSE],Adaptive Growth Opportunities ETF,USA,Exchange Traded Fund,-,9.76,28.85K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
199,AGQ [NYSE],ProShares Ultra Silver,USA,Exchange Traded Fund,-,8.79,963.79K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
200,AGR [NYSE],"Avangrid, Inc.",USA,Utilities - Regulated Electric,15.86B,23.5,505.65K,-12.90%,2.93%,3.3,,"New Haven, CT",5001 to 10000 Employees,2015,$2 to $5 billion (USD),52,94
201,AGRO [NYSE],Adecoagro S.A.,Luxembourg,Farm Products,1.25B,20.85,1.09M,153.30%,-13.72%,3.9,,,1001 to 5000 Employees,2002,$500 million to $1 billion (USD),81,-1
202,AGRX [NASD],"Agile Therapeutics, Inc.",USA,Drug Manufacturers - Specialty & Generic,125.25M,17.27,1.12M,-62.70%,62.00%,-1,,"Princeton, NJ",51 to 200 Employees,null,Unknown / Non-Applicable,-1,-1
203,AGS [NYSE],"PlayAGS, Inc.",USA,Gambling,340.58M,9.78,285.78K,-622.10%,70.10%,4.3,,"Las Vegas, NV",501 to 1000 Employees,1996,$100 to $500 million (USD),83,94
204,AGT [AMEX],iShares MSCI Argentina and Global Exposure ETF,USA,Exchange Traded Fund,-,-,7.97K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
205,AGTC [NASD],Applied Genetic Technologies Corporation,USA,Biotechnology,190.30M,-,1.23M,12.00%,19.90%,4.4,,"Alachua, FL",51 to 200 Employees,1999,Less than $1 million (USD),100,100
206,AGTI [NYSE],"Agiliti, Inc.",USA,Health Information Services,3.16B,-,769.70K,36.30%,47.56%,3.3,,"Minneapolis, MN",1001 to 5000 Employees,1939,$500 million to $1 billion (USD),60,87
207,AGX [NYSE],"Argan, Inc.",USA,Engineering & Construction,732.14M,-,82.72K,145.00%,72.28%,-1,,"Rockville, MD",1001 to 5000 Employees,2003,$500 million to $1 billion (USD),-1,-1
208,AGYS [NASD],"Agilysys, Inc.",USA,Software - Application,1.26B,-,131.30K,31.40%,30.50%,3.5,,"Alpharetta, GA",1001 to 5000 Employees,1963,$100 to $500 million (USD),66,75
209,AGZ [NYSE],iShares Agency Bond ETF,USA,Exchange Traded Fund,-,-,136.06K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
210,AGZD [NASD],WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,USA,Exchange Traded Fund,-,-,62.28K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
211,AHAC [NASD],Alpha Healthcare Acquisition Corp.,USA,Shell Companies,130.79M,-,266.76K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
212,AHACU [NASD],Alpha Healthcare Acquisition Corp.,USA,Shell Companies,-,-,2.57K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
213,AHC [NYSE],A.H. Belo Corporation,USA,Publishing,37.10M,-,27.26K,-174.40%,-,-1,-1,-1,-1,-1,-1,-1,-1
214,AHCO [NASD],AdaptHealth Corp.,USA,Medical Devices,3.64B,-,1.42M,-225.50%,85.42%,2.4,,"Phoenixville, PA",1001 to 5000 Employees,null,$100 to $500 million (USD),27,39
215,AHH [NYSE],"Armada Hoffler Properties, Inc.",USA,REIT - Diversified,1.11B,-,246.04K,-6.50%,-14.81%,3.7,,"Virginia Beach, VA",51 to 200 Employees,1979,$25 to $50 million (USD),63,100
216,AHPI [NASD],"Allied Healthcare Products, Inc.",USA,Medical Devices,15.87M,-,228.92K,-42.90%,-,2,,"Saint Louis, MO",201 to 500 Employees,1979,$25 to $50 million (USD),19,31
217,AHT [NYSE],"Ashford Hospitality Trust, Inc.",USA,REIT - Hotel & Motel,762.48M,-,29.11M,-109.20%,99.40%,3.6,,"Dallas, TX",1001 to 5000 Employees,null,$100 to $500 million (USD),85,80
218,AI [NYSE],"C3.ai, Inc.",USA,Information Technology Services,5.73B,-,3.84M,-108.10%,12.20%,4.5,,"Redwood City, CA",501 to 1000 Employees,2009,$100 to $500 million (USD),88,93
219,AIA [NASD],iShares Asia 50 ETF,USA,Exchange Traded Fund,-,20.73,249.59K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
220,AIEQ [NYSE],AI Powered Equity ETF,USA,Exchange Traded Fund,-,-,27.09K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
221,AIF [NYSE],Apollo Tactical Income Fund Inc.,USA,Asset Management,219.56M,-,27.45K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
222,"AIG [NYSE, S&P 500]","American International Group, Inc.",USA,Insurance - Diversified,39.86B,31.82,4.04M,-286.60%,14.58%,3.6,,"New York, NY",10000+ Employees,1919,$10+ billion (USD),65,84
223,AIH [NASD],Aesthetic Medical International Holdings Group Limited,China,Medical Care Facilities,178.45M,-,383.53K,-272.90%,11.21%,-1,,"Shenzhen, China",1001 to 5000 Employees,null,Unknown / Non-Applicable,-1,-1
224,AIHS [NASD],Senmiao Technology Limited,China,Credit Services,54.09M,-,1.18M,-145.10%,-,-1,,"Chengdu, China",Unknown,null,Unknown / Non-Applicable,-1,-1
225,AIKI [NASD],AIkido Pharma Inc.,USA,Biotechnology,85.14M,9.19,4.75M,73.60%,-,-1,-1,-1,-1,-1,-1,-1,-1
226,AIM [AMEX],AIM ImmunoTech Inc.,USA,Biotechnology,100.96M,-,615.62K,82.50%,-6.10%,-1,,"Ocala, FL",1 to 50 Employees,null,Unknown / Non-Applicable,-1,-1
227,AIMC [NASD],Altra Industrial Motion Corp.,USA,Specialty Industrial Machinery,3.81B,3.19,319.00K,-120.00%,14.64%,3.3,,"Braintree, MA",10000+ Employees,2004,$1 to $2 billion (USD),59,80
228,AIN [NYSE],Albany International Corp.,USA,Textile Manufacturing,2.80B,-,105.25K,-25.60%,15.25%,4.3,,"Rochester, NH",1001 to 5000 Employees,1895,$500 million to $1 billion (USD),87,100
229,AINC [AMEX],Ashford Inc.,USA,Asset Management,59.05M,-,38.79K,-765.80%,96.21%,3.6,,"Dallas, TX",1001 to 5000 Employees,null,$100 to $500 million (USD),85,80
230,AINV [NASD],Apollo Investment Corporation,USA,Asset Management,868.46M,7.9,350.07K,199.30%,-1.52%,3.3,,"New York, NY",1001 to 5000 Employees,1990,$1 to $2 billion (USD),55,100
231,AIO [NYSE],Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund,USA,Closed-End Fund - Equity,939.48M,9.47,97.20K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
232,AIQ [NASD],Global X Artificial Intelligence & Technology ETF,USA,Exchange Traded Fund,-,-,32.49K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
233,AIR [NYSE],AAR Corp.,USA,Aerospace & Defense,1.35B,-,309.12K,-68.70%,72.06%,3.4,,"Wood Dale, IL",1001 to 5000 Employees,1951,$1 to $2 billion (USD),59,91
234,AIRC [NYSE],Apartment Income REIT Corp.,USA,REIT - Residential,7.37B,-,715.34K,-321.60%,-44.89%,5,,"Denver, CO",501 to 1000 Employees,2020,$1 to $2 billion (USD),100,100
235,AIRG [NASD],"Airgain, Inc.",USA,Communication Equipment,223.13M,-,86.23K,-468.10%,157.40%,4,,"San Diego, CA",51 to 200 Employees,null,$25 to $50 million (USD),-1,-1
236,AIRI [AMEX],Air Industries Group,USA,Aerospace & Defense,38.43M,85.97,569.23K,140.10%,100.00%,1.7,,"Bay Shore, NY",201 to 500 Employees,1968,$50 to $100 million (USD),19,0
237,AIRR [NASD],First Trust RBA American Industrial RenaissanceTM ETF,USA,Exchange Traded Fund,-,17.68,69.10K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
238,AIRT [NASD],"Air T, Inc.",USA,Integrated Freight & Logistics,64.62M,-,9.32K,-119.10%,-,4.1,,"Denver, NC",501 to 1000 Employees,1980,$100 to $500 million (USD),78,93
239,AIT [NYSE],"Applied Industrial Technologies, Inc.",USA,Industrial Distribution,3.29B,107.96,153.29K,-83.70%,13.24%,3.3,,"Cleveland, OH",5001 to 10000 Employees,1923,$2 to $5 billion (USD),63,65
240,AIV [NYSE],Apartment Investment and Management Company,USA,REIT - Residential,1.08B,124.83,3.24M,-101.10%,165.00%,3.7,,"Toronto, Canada",501 to 1000 Employees,1997,Unknown / Non-Applicable,72,100
241,"AIZ [NYSE, S&P 500]","Assurant, Inc.",USA,Insurance - Specialty,9.09B,27.85,356.80K,14.70%,17.79%,3.6,,"New York, NY",10000+ Employees,1978,$5 to $10 billion (USD),65,81
242,AJAX [NYSE],Ajax I,USA,Shell Companies,892.61M,23.61,1.06M,-,-,-1,,"New York, NY",Unknown,null,Unknown / Non-Applicable,-1,-1
243,"AJG [NYSE, S&P 500]",Arthur J. Gallagher & Co.,USA,Insurance Brokers,28.13B,12.58,1.14M,19.40%,5.85%,3.6,,"Rolling Meadows, IL",10000+ Employees,1927,$2 to $5 billion (USD),65,89
244,AJRD [NYSE],"Aerojet Rocketdyne Holdings, Inc.",USA,Aerospace & Defense,3.85B,-,656.43K,-2.00%,11.09%,3.7,,"Rancho Cordova, CA",1001 to 5000 Employees,1942,$100 to $500 million (USD),72,58
245,AJX [NYSE],Great Ajax Corp.,USA,REIT - Mortgage,284.30M,-,105.37K,-15.30%,6.70%,-1,-1,-1,-1,-1,-1,-1,-1
246,"AKAM [NASD, S&P 500]","Akamai Technologies, Inc.",USA,Software - Infrastructure,18.78B,31.74,1.43M,16.10%,9.66%,4.4,,"Cambridge, MA",5001 to 10000 Employees,1998,$2 to $5 billion (USD),92,98
247,AKBA [NASD],"Akebia Therapeutics, Inc.",USA,Biotechnology,592.41M,25.51,3.59M,-17.20%,37.50%,4.3,,"Cambridge, MA",201 to 500 Employees,2007,Unknown / Non-Applicable,87,99
248,AKIC [NASD],Sports Ventures Acquisition Corp.,USA,Shell Companies,231.39M,32.14,34.87K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
249,AKICU [NASD],Sports Ventures Acquisition Corp.,USA,Shell Companies,-,23.92,21.73K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
250,AKO-A [NYSE],Embotelladora Andina S.A.,Chile,Beverages - Non-Alcoholic,1.89B,12.58,2.30K,-,-,3.9,,"Renca, Chile",10000+ Employees,1946,$2 to $5 billion (USD),82,100
251,AKO-B [NYSE],Embotelladora Andina S.A.,Chile,Beverages - Non-Alcoholic,2.12B,-,29.87K,-29.80%,10.08%,3.9,,"Renca, Chile",10000+ Employees,1946,$2 to $5 billion (USD),82,100
252,AKR [NYSE],Acadia Realty Trust,USA,REIT - Retail,1.83B,13.35,637.83K,-116.70%,400.00%,3.5,,"Rye, NY",51 to 200 Employees,1998,$100 to $500 million (USD),45,65
253,AKRO [NASD],"Akero Therapeutics, Inc.",USA,Biotechnology,1.05B,9.97,246.88K,13.30%,-11.50%,-1,,"South San Francisco, CA",1 to 50 Employees,null,Unknown / Non-Applicable,-1,-1
254,AKTS [NASD],"Akoustis Technologies, Inc.",USA,Communication Equipment,520.77M,405.19,582.58K,-0.90%,30.70%,3.5,,"Huntersville, NC",1 to 50 Employees,null,Unknown / Non-Applicable,66,76
255,AKTX [NASD],"Akari Therapeutics, Plc",United Kingdom,Biotechnology,70.99M,421.4,483.10K,41.20%,-,4,,"London, United Kingdom",1 to 50 Employees,null,Unknown / Non-Applicable,-1,-1
256,AKUS [NASD],"Akouos, Inc.",USA,Biotechnology,467.28M,-,159.94K,-249.40%,-7.10%,4.5,,"Boston, MA",1 to 50 Employees,null,Unknown / Non-Applicable,100,100
257,AKYA [NASD],"Akoya Biosciences, Inc.",USA,Medical Instruments & Supplies,707.52M,-,228.73K,-18.90%,-,4,,"Menlo Park, CA",51 to 200 Employees,null,Unknown / Non-Applicable,85,-1
258,AL [NYSE],Air Lease Corporation,USA,Rental & Leasing Services,4.78B,-,729.73K,-13.60%,37.16%,1.6,,"Los Angeles, CA",51 to 200 Employees,null,$1 to $2 billion (USD),0,-1
259,ALAC [NASD],Alberton Acquisition Corporation,Hong Kong,Shell Companies,51.34M,-,21.27K,69.20%,-,-1,-1,-1,-1,-1,-1,-1,-1
260,"ALB [NYSE, S&P 500]",Albemarle Corporation,USA,Specialty Chemicals,18.18B,47.07,987.27K,-29.90%,41.06%,3.8,,"Charlotte, NC",5001 to 10000 Employees,1994,$2 to $5 billion (USD),74,85
261,ALBO [NASD],"Albireo Pharma, Inc.",USA,Biotechnology,645.65M,31.03,165.58K,-33.50%,34.50%,-1,,"Boston, MA",Unknown,null,Unknown / Non-Applicable,-1,-1
262,ALC [NYSE],Alcon Inc.,Switzerland,Medical Instruments & Supplies,35.10B,-,790.89K,85.60%,19.20%,3.9,,"Geneva, Switzerland",10000+ Employees,1945,$5 to $10 billion (USD),78,87
263,ALCO [NASD],"Alico, Inc.",USA,Farm Products,255.19M,-,34.67K,-37.50%,304.65%,3.1,,"Fort Myers, FL",201 to 500 Employees,null,$100 to $500 million (USD),62,100
264,ALDX [NASD],"Aldeyra Therapeutics, Inc.",USA,Biotechnology,690.88M,-,2.32M,50.70%,-14.00%,-1,,"Lexington, MA",1 to 50 Employees,null,Unknown / Non-Applicable,-1,-1
265,ALE [NYSE],"ALLETE, Inc.",USA,Utilities - Diversified,3.45B,30.54,262.35K,-6.50%,21.49%,4.5,,"Duluth, MN",1001 to 5000 Employees,1906,$1 to $2 billion (USD),86,100
266,ALEC [NASD],"Alector, Inc.",USA,Biotechnology,1.68B,9.06,665.07K,-43.30%,8.90%,4.5,,"South San Francisco, CA",51 to 200 Employees,2013,Unknown / Non-Applicable,100,100
267,ALEX [NYSE],"Alexander & Baldwin, Inc.",USA,REIT - Diversified,1.35B,19.43,329.51K,117.90%,44.44%,3.6,,"Honolulu, HI",501 to 1000 Employees,1870,$100 to $500 million (USD),65,100
268,ALF [NASD],"Alfi, Inc.",USA,Software - Infrastructure,96.87M,-,12.08M,-,-,2.6,,"Boulogne-Billancourt, France",51 to 200 Employees,null,Unknown / Non-Applicable,47,-1
269,ALFA [AMEX],AlphaClone Alternative Alpha ETF,USA,Exchange Traded Fund,-,-,2.63K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
270,ALG [NYSE],Alamo Group Inc.,USA,Farm & Heavy Construction Machinery,1.70B,28.78,33.12K,-10.30%,20.62%,3.4,,"Seguin, TX",1001 to 5000 Employees,1969,$1 to $2 billion (USD),53,66
271,ALGM [NASD],"Allegro MicroSystems, Inc.",USA,Semiconductors,5.02B,17.01,681.74K,-56.40%,26.53%,3.6,,"Manchester, NH",1001 to 5000 Employees,1990,$500 million to $1 billion (USD),62,54
272,"ALGN [NASD, S&P 500]","Align Technology, Inc.",USA,Medical Devices,47.66B,279.47,562.56K,305.50%,21.73%,4.4,,"San Jose, CA",10000+ Employees,1997,$1 to $2 billion (USD),86,98
273,ALGS [NASD],"Aligos Therapeutics, Inc.",USA,Biotechnology,933.33M,32.18,81.31K,-109.30%,-5.90%,-1,,"South San Francisco, CA",Unknown,null,Unknown / Non-Applicable,-1,-1
274,ALGT [NASD],Allegiant Travel Company,USA,Airlines,3.39B,104.61,187.88K,-180.80%,316.52%,4.3,,"Las Vegas, NV",1001 to 5000 Employees,1997,$1 to $2 billion (USD),91,96
275,ALHC [NASD],"Alignment Healthcare, Inc.",USA,Healthcare Plans,5.03B,47.35,503.34K,48.70%,28.90%,3.4,,"Orange, CA",501 to 1000 Employees,2013,Unknown / Non-Applicable,53,82
276,ALIM [NASD],"Alimera Sciences, Inc.",USA,Drug Manufacturers - Specialty & Generic,66.22M,-,43.05K,52.30%,-273.70%,4,,"Alpharetta, GA",51 to 200 Employees,2003,$1 to $5 million (USD),70,100
277,ALJJ [NASD],"ALJ Regional Holdings, Inc.",USA,Specialty Business Services,62.83M,-,131.05K,-288.60%,-,4.6,,"New York, NY",1001 to 5000 Employees,1994,$100 to $500 million (USD),100,100
278,"ALK [NYSE, S&P 500]","Alaska Air Group, Inc.",USA,Airlines,7.81B,-,1.48M,-273.30%,256.40%,4,,"Seattle, WA",10000+ Employees,1932,$5 to $10 billion (USD),79,100
279,ALKS [NASD],Alkermes plc,Ireland,Biotechnology,3.94B,12.25,1.64M,44.20%,84.39%,3.8,,"Waltham, MA",1001 to 5000 Employees,1987,$500 million to $1 billion (USD),72,85
280,ALKT [NASD],"Alkami Technology, Inc.",USA,Software - Application,2.98B,-,358.50K,-31.50%,-,3.9,,"Plano, TX",501 to 1000 Employees,2009,$50 to $100 million (USD),73,88
